scPagwas.TRS.Score,scPagwas.gPAS.score,Random_Correct_BG_p,Random_Correct_BG_adjp,Random_Correct_BG_z
-0.027175684,-62360.85193097627,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09396221,98074.55388422683,7.79291985399408e-05,0.00013602118550109656,3.781544430630601
-0.07958375,193878.25737772146,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09844054,-61334.860325989706,1.1132742648562971e-05,1.9753058931499633e-05,4.240870221897019
-0.10938704,-118281.54449553076,0.9095019350098316,1.0,-1.3376942382556418
-0.07390399,107797.71639708463,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.084740624,16780.410538704546,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.056384705,-32354.25200017227,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07746109,361973.41169730073,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.05684016,-3.3269352048993697,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.05098498,2823.566144026535,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07911256,-755303.4272078982,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.05712771,13552.375893064349,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.04437107,-197892.07632924692,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.103763655,-11332.523618314688,0.2478176345426739,0.3938119243307507,0.6813733694002293
-0.06794562,17859.4512852909,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06768238,-351876.1566887482,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07793908,112139.4796536626,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0574896,12344.803220132926,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.057414614,-786.9722520391007,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.061134737,-3752.0369330538506,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.075048864,-196.4065285308825,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.04732842,-771401.5621904125,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.037547663,-6076.727737036934,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.055472884,81429.14488818213,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06546639,74371.16698979329,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08875658,438220.8395476141,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09044976,63379.22105572183,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.11958264,-863.9670462852359,0.9995936548933274,1.0,-3.3484360930280817
-0.06328131,18075.75260950881,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.083746836,-140551.15881686597,2.7831856621407427e-06,5.01503815650536e-06,4.542224510601437
-0.09097116,538106.7146423445,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.070429035,19260.661722186374,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06682121,-19978.4602131712,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06366413,-624882.3516594429,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.064784154,50158.95381111214,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.051327087,-592406.8904461075,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.095884606,-35342.57415302837,0.0013359291178275565,0.0022700370396568506,3.0031669405309955
-0.08419024,-285831.4208539182,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07034704,113614.17378002492,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.11290866,3429.5683902722926,0.9999916504430135,1.0,-4.304992835677674
-0.07957576,-4.9891492037359715,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.060903184,446167.3531978429,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06095593,-21358.622238959382,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.063542314,-15593.60714387176,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.061416294,-1326722.186370903,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07990305,185169.90288048954,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07786221,144973.89701033675,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07497491,252272.7488226139,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06689355,18224.940413047916,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06960476,-435759.48532664846,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07819759,144437.61786090536,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.10108496,-40342.8333612309,8.071238420208155e-05,0.0001407423423625717,3.772801417848643
-0.07175884,35790.76160381428,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06259625,-54390.32902576843,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.062244505,8979.012283038988,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.14142293,-746264.9112904957,1.0,1.0,-10.0
-0.046747826,-0.03369517026823598,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.055896875,479.58587642873806,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07310469,-14642.167863881212,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.19005486,791865.6553849499,1.0,1.0,-10.0
-0.06928292,107612.99730561126,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07619504,23833.51147015636,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08633071,17218.16698595755,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.120898806,99950.52380388626,1.0,1.0,-10.0
-0.076167084,374117.8161142352,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.059001517,-10696.005723141869,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.05291181,-121.27526410552532,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08292804,6682.033480821648,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.10973483,33371.084060599846,0.9755163157301479,1.0,-1.9688756834186703
-0.06559527,-153618.7483394166,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06358526,-1803.9757146428262,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.042388685,920.6752798620275,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06451198,166070.5897749757,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.074422516,41842.486803922686,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.058211803,214832.35751074215,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.05820514,-32032.358420108838,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06351511,2979.76923758396,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06881776,25658.954974893975,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09012074,-27238.896321446446,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.059347354,-2911.9754464237976,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.13560617,-478740.96787917963,1.0,1.0,-10.0
-0.05192177,-537.1727830608046,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09104665,105464.29244692711,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0903856,6014.047480203222,2.7831856621407427e-06,5.01503815650536e-06,4.542224510601437
-0.0738847,-83797.87465526977,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.088147245,4619.976984412587,5.705530607388523e-05,9.973228641375317e-05,3.8584452729937
-0.09048595,20545.358885221096,0.00037712165722007064,0.0006508156169028405,3.3690624729176357
-0.13947912,19.468642057527944,1.0,1.0,-10.0
-0.07812442,-346866.7106349811,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.054789998,-73444.93533758137,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.059547324,-99710.36609764217,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08907448,-125694.73634706433,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.12091024,29168.51670624739,0.9998650154953862,1.0,-3.6425323766754194
-0.05503077,84752.37744029735,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07676863,29803.556857718413,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.058152866,9754.742573635967,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.037256915,-176001.41090628528,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.17119785,7061.925586407348,1.0,1.0,-10.0
-0.08290532,173361.79363449584,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06090267,270934.99895091914,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.10130201,223.8128820954362,0.0004286105919696744,0.000737900266864897,3.333625083371279
-0.08137374,1102.1457744897825,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06489711,3893.1654699592036,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07905834,9666.224139547476,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07466142,-584949.4402080483,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06860185,62830.90606432604,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07870147,-21865.59625515519,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06229331,51964.45567607965,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.073535144,-0.0364883188801338,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07826368,-114580.73053825414,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.072185956,545.5493794176305,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07983788,-117611.57366611331,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.056569695,-30619.634127779813,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.04662972,-46760.78522209137,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06679733,-1417.9861823733154,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.095960274,258688.82716144435,3.200663511461854e-05,5.622089463056682e-05,3.9975063651704748
-0.06338751,100006.95920580486,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.1547012,46776.42582177163,1.0,1.0,-10.0
-0.05998879,25075.942177878052,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06782021,-8465.245612219256,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.10643537,46267.48794822805,0.12683116221658472,0.204214369636652,1.1414990083310914
-0.05299306,-9924.796844231665,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.039446585,-56382.86742818249,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.089854404,218.97769170477522,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09421076,-246891.3244522202,0.00030893360849762247,0.0005340382272465516,3.4236474505972807
-0.07363918,237482.2135263725,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07319917,837.8007947032279,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06781068,188754.9266702809,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07369037,45737.96405362641,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06894802,2812.6236359478817,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07691229,-118019.32016916847,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09893494,-8943.019722063753,0.01157526916884335,0.019254602835025073,2.27094118981808
-0.21534109,-35259.337481982824,1.0,1.0,-10.0
-0.08096569,-2389.848025685257,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.045253165,30381.76193620165,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.081111245,186122.0291922469,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.05799268,108.46161732099901,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07205638,-117.51580122616032,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0570132,9243.318362351098,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.060340427,1442.067001934448,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.04341948,6344.3373199740745,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.15046953,37094.82466474245,1.0,1.0,-10.0
-0.0523394,-22547.541843479892,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0798506,359838.3792226239,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08870823,116839.07973047571,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0882673,33852.93157091711,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08073111,8993.690869173695,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07568208,230837.25705178405,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06722421,-407756.8864139476,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.055792782,901.4017913180684,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07453273,-87733.16493939531,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06801613,908.692357514164,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.063036874,7531.657506583935,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06682724,1059.159967265279,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.056487262,7078.26095273823,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.064761154,48209.40437177475,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.043079488,0.012275785779524546,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.049352713,5872.684975625222,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.059446365,-47520.180256944914,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07466841,12591.60996916762,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08463788,-0.04725520771960353,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.11190399,9545.083396379288,0.9624144692256204,1.0,-1.7794191965666493
-0.06922423,-38596.85888263556,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.053939395,-170607.5027044841,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07388767,21910.453758578624,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0755098,33601.38610041273,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.112012476,-28475.293340400644,0.8598067634194776,1.0,-1.0794515678934307
-0.047479205,-4266.791613670266,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07839356,5.0401003363718715,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.19297804,530179.8235589485,1.0,1.0,-10.0
-0.13553268,192030.09306375627,1.0,1.0,-10.0
-0.29059508,-30088.61529746889,1.0,1.0,-10.0
-0.110499896,74090.52670838837,0.9739354662740519,1.0,-1.9420663587962526
-0.07839407,-36895.312757876025,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06522049,234141.1630787061,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.047739755,-144592.23337432923,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07405282,-15810.74878608092,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.10427807,241209.56652695985,0.4754529982563342,0.746962231191521,0.06156908537808056
-0.09981169,-105876.1272626932,0.1062648117661957,0.17198624715132485,1.246639739649333
-0.1154448,397533.72788871394,0.9625424957660789,1.0,-1.7809843436361747
-0.10166097,-8913.609742737608,0.27483123457941194,0.43635378959073223,0.5982659850828849
-0.11660893,421074.4477663686,0.9972084647808729,1.0,-2.771313152807493
-0.079986274,109848.70662760957,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.053622358,34036.04207799424,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07582453,-14406.562555983233,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.11340443,423.0356459317523,0.9985430023058693,1.0,-2.9766678319807163
-0.04398369,-391328.1203627149,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.060591858,497876.34962945705,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.11008059,-899693.7471454127,0.0001363760974448964,0.00023694357742723055,3.639892209633618
-0.076095425,1456.7903631899555,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08180235,761215.8587209963,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.060997635,2530.567893615555,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08328867,1789.953585338459,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0746114,6.485767309929465,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.062294587,-37298.32557081068,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.10083583,-290772.734892971,0.08947802744499382,0.14501332999993813,1.3439762876132086
-0.100843765,124.48725665385851,0.013594470366726459,0.022576811660572297,2.208794457590064
-0.05805829,-47584.54908449169,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.099974416,235539.43822965852,0.05317554526086103,0.08668771965620403,1.6148134917727384
-0.10236148,40266.534471110026,0.7594492632211756,1.0,-0.7045320892047203
-0.05415155,70.2170785814642,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08130428,-4498.6393987289375,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.10198495,59286.601993491575,0.0006985796011973265,0.0011969463553180705,3.195237282588092
-0.08785079,-5884.250696818878,6.957964155351857e-06,1.2385417493276801e-05,4.345183501570331
-0.07429652,30329.27076547372,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.053039815,4693.316732020137,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.10921826,50178.97001325469,0.4180609267173299,0.6583795352598582,0.20685659759935196
-0.04925176,61.10540769214641,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.15896279,22368.35619684913,1.0,1.0,-10.0
-0.08930123,168633.8705430185,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.093856886,1825.793547604857,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0674304,582.9882376373091,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09794775,23.051106760497667,0.04125237788425009,0.06751072363384676,1.736334220685943
-0.040428117,478286.4692531767,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06857181,-12274.973123297952,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.053143647,-3740.5154206543716,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.10824901,-0.24359508306425046,0.8338159841135763,1.0,-0.9693551295173096
-0.08006381,35572.14763435911,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.058256477,18313.701490458367,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.071413785,5941.243147680051,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07844776,-15889.74692111111,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09273372,-22358.92191652538,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.072675705,18581.573582401586,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.081439964,-0.19671788760978143,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.053878367,22194.210135007095,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0714706,-55280.853406302274,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06102409,-11876.205194791894,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07994205,-47518.55098986525,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.12011345,-26776.009830783576,0.9933050468897204,1.0,-2.473227000583857
-0.10181159,56620.19663263857,0.004322287333304573,0.007262089496639389,2.6257993988065476
-0.17085247,-131096.156867737,1.0,1.0,-10.0
-0.045795947,6343.5040303832775,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07528616,54336.95768198527,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06653642,-841.9727790992523,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.053552404,-23037.9239798873,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.097095326,-208259.30083330005,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.067444086,138579.25505286033,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.05896109,-58190.349157750636,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.046987165,1015.6303614439101,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.11075564,-217808.9316082359,0.9428250169426428,1.0,-1.5789393630348165
-0.0811815,-911.2217858500067,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.054256443,-129482.28198723019,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.047063936,-604561.8882538121,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.058266755,-128703.31359970207,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.061659213,-95630.42624979629,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.098463066,519354.43861040915,2.2265485297125942e-05,3.930232801403759e-05,4.0826191352547685
-0.06722859,-94809.88651996756,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.099501215,-37534.40954031982,0.035594161433117964,0.05838384936279062,1.8042742600340191
-0.09703011,48605.66221565171,6.957964155351857e-06,1.2385417493276801e-05,4.345183501570331
-0.07206653,449164.3898958426,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07351187,-91571.91744336954,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07357656,-7.820208981483034,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.050664127,852748.0562876589,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07635461,243541.14630004988,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.048515327,-268246.3425933262,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06328579,-42591.42303534835,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06899564,-95316.94500083478,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.082865134,199950.57793244437,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.04804869,4723.484120104497,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0733145,-105480.5291574103,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08314575,4135.693289261413,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09011887,43892.291156151376,2.7831856621407427e-06,5.01503815650536e-06,4.542224510601437
-0.07035349,98252.85698140686,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0730198,-157357.19676009993,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0446888,3596.400272804895,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.15364552,-96574.76472648923,1.0,1.0,-10.0
-0.075637326,-84170.41015485731,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.055427726,139656.6896397997,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09387204,-153386.06425129037,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07787818,-9226.123268291769,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08427971,17862.467532486316,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.085022524,-189483.46574676875,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06985872,-19850.409766788864,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08106122,-149386.46755485923,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06381199,344754.2216962841,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.068369694,-268699.30065634055,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.047024846,255605.04925714704,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09678672,-40.08959978287516,5.5663713242814855e-06,9.928008025884028e-06,4.3939148685318505
-0.088960186,-641.3150564160612,2.7831856621407427e-06,5.01503815650536e-06,4.542224510601437
-0.058963872,-4372.998670997104,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06516298,175.85217583338098,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06067814,77065.69619553136,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0875088,-1449.0670857082735,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.059382938,14155.165801606669,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.05711816,7171.179079729323,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07668847,35280.2761337444,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.057314694,-109053.38848973937,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.064402305,-77971.33548914515,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07289337,-8832.373543480338,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.12203635,3493.607307027402,1.0,1.0,-10.0
-0.093845814,57679.19795282997,0.00038686280703756327,0.0006673058404637373,3.362026986841467
-0.05552435,-618826.9508907425,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.063697524,-299371.7348092536,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08204864,53894.374779784295,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.072559424,94310.3916044884,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.079610206,4707.886550208581,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.029909754,7968.861799809574,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.09128924,3530.2690572745832,1.5307521141774087e-05,2.7100233290167184e-05,4.168842517472364
-0.083319,-177047.60173554238,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07160756,-54187.53803979141,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08833158,-35479.52867445159,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.053581268,1486.7137677140706,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.07098871,-718772.8451218317,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.074941084,1216.9777580652064,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.04444054,629852.5867305845,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06943143,-2606.3990351439734,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.06488096,-0.018795935493182953,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.08728035,11347.062124865031,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
-0.0820308,-49185.56131513392,1.3915928310703714e-06,2.532924540038422e-06,4.686204214166997
